State,Date,Count
All solar : West North Central,Dec 2014,11
All solar : West North Central,Jan 2015,12
All solar : West North Central,Feb 2015,14
All solar : West North Central,Mar 2015,20
All solar : West North Central,Apr 2015,22
All solar : West North Central,May 2015,24
All solar : West North Central,Jun 2015,25
All solar : West North Central,Jul 2015,26
All solar : West North Central,Aug 2015,26
All solar : West North Central,Sep 2015,23
All solar : West North Central,Oct 2015,19
All solar : West North Central,Nov 2015,15
All solar : West North Central,Dec 2015,14
All solar : West North Central,Jan 2016,16
All solar : West North Central,Feb 2016,20
All solar : West North Central,Mar 2016,25
All solar : West North Central,Apr 2016,28
All solar : West North Central,May 2016,32
All solar : West North Central,Jun 2016,33
All solar : West North Central,Jul 2016,36
All solar : West North Central,Aug 2016,35
All solar : West North Central,Sep 2016,32
All solar : West North Central,Oct 2016,27
All solar : West North Central,Nov 2016,22
All solar : West North Central,Dec 2016,21
All solar : West North Central,Jan 2017,41
All solar : West North Central,Feb 2017,62
All solar : West North Central,Mar 2017,85
All solar : West North Central,Apr 2017,89
All solar : West North Central,May 2017,110
All solar : West North Central,Jun 2017,123
All solar : West North Central,Jul 2017,139
All solar : West North Central,Aug 2017,112
All solar : West North Central,Sep 2017,104
All solar : West North Central,Oct 2017,81
All solar : West North Central,Nov 2017,58
All solar : West North Central,Dec 2017,50
All solar : West North Central,Jan 2018,76
All solar : West North Central,Feb 2018,90
All solar : West North Central,Mar 2018,145
All solar : West North Central,Apr 2018,176
All solar : West North Central,May 2018,188
All solar : West North Central,Jun 2018,182
All solar : West North Central,Jul 2018,214
All solar : West North Central,Aug 2018,177
All solar : West North Central,Sep 2018,152
All solar : West North Central,Oct 2018,118
All solar : West North Central,Nov 2018,77
All solar : West North Central,Dec 2018,65
All solar : West North Central,Jan 2019,86
All solar : West North Central,Feb 2019,70
All solar : West North Central,Mar 2019,155
All solar : West North Central,Apr 2019,187
All solar : West North Central,May 2019,228
All solar : West North Central,Jun 2019,258
All solar : West North Central,Jul 2019,263
All solar : West North Central,Aug 2019,253
All solar : West North Central,Sep 2019,186
All solar : West North Central,Oct 2019,148
All solar : West North Central,Nov 2019,100
All solar : West North Central,Dec 2019,89
All solar : West North Central,Jan 2020,96
All solar : West North Central,Feb 2020,170
All solar : West North Central,Mar 2020,213
All solar : West North Central,Apr 2020,272
All solar : West North Central,May 2020,289
All solar : West North Central,Jun 2020,312
All solar : West North Central,Jul 2020,315
All solar : West North Central,Aug 2020,310
All solar : West North Central,Sep 2020,237
All solar : West North Central,Oct 2020,185
All solar : West North Central,Nov 2020,146
All solar : West North Central,Dec 2020,107
All solar : West North Central,Jan 2021,134
All solar : West North Central,Feb 2021,184
All solar : West North Central,Mar 2021,293
All solar : West North Central,Apr 2021,295
All solar : West North Central,May 2021,348
All solar : West North Central,Jun 2021,418
All solar : West North Central,Jul 2021,400
All solar : West North Central,Aug 2021,380
All solar : West North Central,Sep 2021,331
All solar : West North Central,Oct 2021,232
All solar : West North Central,Nov 2021,168
All solar : West North Central,Dec 2021,128
All solar : West North Central,Jan 2022,167
All solar : West North Central,Feb 2022,226
All solar : West North Central,Mar 2022,310
All solar : West North Central,Apr 2022,299
All solar : West North Central,May 2022,385
All solar : West North Central,Jun 2022,457
All solar : West North Central,Jul 2022,470
All solar : West North Central,Aug 2022,443
All solar : West North Central,Sep 2022,403
All solar : West North Central,Oct 2022,309
All solar : West North Central,Nov 2022,194
All solar : West North Central,Dec 2022,133
All solar : West North Central,Jan 2023,210
All solar : West North Central,Feb 2023,259
All solar : West North Central,Mar 2023,353
All solar : West North Central,Apr 2023,407
All solar : West North Central,May 2023,475
All solar : West North Central,Jun 2023,478
All solar : West North Central,Jul 2023,513
All solar : West North Central,Aug 2023,495
IA,Jan 2014,1
IA,Feb 2014,1
IA,Mar 2014,2
IA,Apr 2014,2
IA,May 2014,2
IA,Jun 2014,2
IA,Jul 2014,3
IA,Aug 2014,3
IA,Sep 2014,3
IA,Oct 2014,3
IA,Nov 2014,2
IA,Dec 2014,2
IA,Jan 2015,2
IA,Feb 2015,2
IA,Mar 2015,3
IA,Apr 2015,4
IA,May 2015,4
IA,Jun 2015,4
IA,Jul 2015,5
IA,Aug 2015,4
IA,Sep 2015,4
IA,Oct 2015,3
IA,Nov 2015,2
IA,Dec 2015,2
IA,Jan 2016,3
IA,Feb 2016,4
IA,Mar 2016,5
IA,Apr 2016,6
IA,May 2016,6
IA,Jun 2016,6
IA,Jul 2016,7
IA,Aug 2016,6
IA,Sep 2016,6
IA,Oct 2016,5
IA,Nov 2016,4
IA,Dec 2016,3
IA,Jan 2017,4
IA,Feb 2017,5
IA,Mar 2017,7
IA,Apr 2017,9
IA,May 2017,10
IA,Jun 2017,10
IA,Jul 2017,11
IA,Aug 2017,10
IA,Sep 2017,10
IA,Oct 2017,8
IA,Nov 2017,6
IA,Dec 2017,5
IA,Jan 2018,6
IA,Feb 2018,8
IA,Mar 2018,12
IA,Apr 2018,13
IA,May 2018,14
IA,Jun 2018,15
IA,Jul 2018,16
IA,Aug 2018,15
IA,Sep 2018,14
IA,Oct 2018,11
IA,Nov 2018,8
IA,Dec 2018,7
IA,Jan 2019,8
IA,Feb 2019,9
IA,Mar 2019,14
IA,Apr 2019,17
IA,May 2019,18
IA,Jun 2019,19
IA,Jul 2019,20
IA,Aug 2019,19
IA,Sep 2019,18
IA,Oct 2019,14
IA,Nov 2019,11
IA,Dec 2019,9
IA,Jan 2020,10
IA,Feb 2020,14
IA,Mar 2020,19
IA,Apr 2020,23
IA,May 2020,24
IA,Jun 2020,25
IA,Jul 2020,27
IA,Aug 2020,26
IA,Sep 2020,22
IA,Oct 2020,18
IA,Nov 2020,13
IA,Dec 2020,11
IA,Jan 2021,19
IA,Feb 2021,27
IA,Mar 2021,40
IA,Apr 2021,45
IA,May 2021,48
IA,Jun 2021,55
IA,Jul 2021,55
IA,Aug 2021,54
IA,Sep 2021,48
IA,Oct 2021,31
IA,Nov 2021,27
IA,Dec 2021,22
IA,Jan 2022,25
IA,Feb 2022,33
IA,Mar 2022,51
IA,Apr 2022,54
IA,May 2022,63
IA,Jun 2022,73
IA,Jul 2022,86
IA,Aug 2022,91
IA,Sep 2022,76
IA,Oct 2022,67
IA,Nov 2022,43
IA,Dec 2022,31
IA,Jan 2023,35
IA,Feb 2023,54
IA,Mar 2023,72
IA,Apr 2023,88
IA,May 2023,106
IA,Jun 2023,103
IA,Jul 2023,110
IA,Aug 2023,103
KS,Jan 2014,0
KS,Feb 2014,0
KS,Mar 2014,0
KS,Apr 2014,0
KS,May 2014,0
KS,Jun 2014,0
KS,Jul 2014,0
KS,Aug 2014,0
KS,Sep 2014,0
KS,Oct 2014,0
KS,Nov 2014,0
KS,Dec 2014,0
KS,Jan 2015,0
KS,Feb 2015,0
KS,Mar 2015,1
KS,Apr 2015,1
KS,May 2015,1
KS,Jun 2015,1
KS,Jul 2015,1
KS,Aug 2015,1
KS,Sep 2015,1
KS,Oct 2015,1
KS,Nov 2015,0
KS,Dec 2015,0
KS,Jan 2016,1
KS,Feb 2016,1
KS,Mar 2016,1
KS,Apr 2016,1
KS,May 2016,1
KS,Jun 2016,1
KS,Jul 2016,1
KS,Aug 2016,1
KS,Sep 2016,1
KS,Oct 2016,1
KS,Nov 2016,1
KS,Dec 2016,1
KS,Jan 2017,1
KS,Feb 2017,1
KS,Mar 2017,2
KS,Apr 2017,2
KS,May 2017,2
KS,Jun 2017,2
KS,Jul 2017,3
KS,Aug 2017,2
KS,Sep 2017,2
KS,Oct 2017,2
KS,Nov 2017,2
KS,Dec 2017,1
KS,Jan 2018,2
KS,Feb 2018,2
KS,Mar 2018,3
KS,Apr 2018,3
KS,May 2018,4
KS,Jun 2018,4
KS,Jul 2018,4
KS,Aug 2018,4
KS,Sep 2018,3
KS,Oct 2018,3
KS,Nov 2018,2
KS,Dec 2018,2
KS,Jan 2019,2
KS,Feb 2019,3
KS,Mar 2019,4
KS,Apr 2019,4
KS,May 2019,5
KS,Jun 2019,6
KS,Jul 2019,6
KS,Aug 2019,5
KS,Sep 2019,4
KS,Oct 2019,4
KS,Nov 2019,3
KS,Dec 2019,3
KS,Jan 2020,4
KS,Feb 2020,4
KS,Mar 2020,5
KS,Apr 2020,11
KS,May 2020,12
KS,Jun 2020,13
KS,Jul 2020,13
KS,Aug 2020,12
KS,Sep 2020,10
KS,Oct 2020,8
KS,Nov 2020,7
KS,Dec 2020,6
KS,Jan 2021,6
KS,Feb 2021,7
KS,Mar 2021,8
KS,Apr 2021,11
KS,May 2021,11
KS,Jun 2021,14
KS,Jul 2021,14
KS,Aug 2021,14
KS,Sep 2021,12
KS,Oct 2021,9
KS,Nov 2021,8
KS,Dec 2021,7
KS,Jan 2022,8
KS,Feb 2022,10
KS,Mar 2022,12
KS,Apr 2022,12
KS,May 2022,15
KS,Jun 2022,18
KS,Jul 2022,19
KS,Aug 2022,19
KS,Sep 2022,16
KS,Oct 2022,14
KS,Nov 2022,9
KS,Dec 2022,9
KS,Jan 2023,11
KS,Feb 2023,12
KS,Mar 2023,15
KS,Apr 2023,17
KS,May 2023,20
KS,Jun 2023,21
KS,Jul 2023,23
KS,Aug 2023,23
MN,Jan 2014,1
MN,Feb 2014,1
MN,Mar 2014,2
MN,Apr 2014,2
MN,May 2014,2
MN,Jun 2014,2
MN,Jul 2014,3
MN,Aug 2014,2
MN,Sep 2014,2
MN,Oct 2014,2
MN,Nov 2014,1
MN,Dec 2014,1
MN,Jan 2015,1
MN,Feb 2015,2
MN,Mar 2015,2
MN,Apr 2015,3
MN,May 2015,3
MN,Jun 2015,3
MN,Jul 2015,3
MN,Aug 2015,3
MN,Sep 2015,3
MN,Oct 2015,2
MN,Nov 2015,2
MN,Dec 2015,2
MN,Jan 2016,2
MN,Feb 2016,2
MN,Mar 2016,3
MN,Apr 2016,4
MN,May 2016,5
MN,Jun 2016,5
MN,Jul 2016,5
MN,Aug 2016,5
MN,Sep 2016,5
MN,Oct 2016,4
MN,Nov 2016,3
MN,Dec 2016,4
MN,Jan 2017,22
MN,Feb 2017,39
MN,Mar 2017,54
MN,Apr 2017,54
MN,May 2017,70
MN,Jun 2017,81
MN,Jul 2017,92
MN,Aug 2017,70
MN,Sep 2017,65
MN,Oct 2017,49
MN,Nov 2017,32
MN,Dec 2017,27
MN,Jan 2018,47
MN,Feb 2018,59
MN,Mar 2018,102
MN,Apr 2018,126
MN,May 2018,133
MN,Jun 2018,125
MN,Jul 2018,153
MN,Aug 2018,121
MN,Sep 2018,101
MN,Oct 2018,75
MN,Nov 2018,43
MN,Dec 2018,36
MN,Jan 2019,54
MN,Feb 2019,36
MN,Mar 2019,102
MN,Apr 2019,127
MN,May 2019,159
MN,Jun 2019,184
MN,Jul 2019,184
MN,Aug 2019,178
MN,Sep 2019,121
MN,Oct 2019,95
MN,Nov 2019,60
MN,Dec 2019,52
MN,Jan 2020,54
MN,Feb 2020,116
MN,Mar 2020,144
MN,Apr 2020,188
MN,May 2020,200
MN,Jun 2020,217
MN,Jul 2020,216
MN,Aug 2020,214
MN,Sep 2020,154
MN,Oct 2020,117
MN,Nov 2020,91
MN,Dec 2020,60
MN,Jan 2021,77
MN,Feb 2021,114
MN,Mar 2021,194
MN,Apr 2021,183
MN,May 2021,229
MN,Jun 2021,280
MN,Jul 2021,259
MN,Aug 2021,241
MN,Sep 2021,207
MN,Oct 2021,141
MN,Nov 2021,91
MN,Dec 2021,61
MN,Jan 2022,92
MN,Feb 2022,136
MN,Mar 2022,182
MN,Apr 2022,162
MN,May 2022,230
MN,Jun 2022,282
MN,Jul 2022,280
MN,Aug 2022,250
MN,Sep 2022,233
MN,Oct 2022,158
MN,Nov 2022,90
MN,Dec 2022,50
MN,Jan 2023,108
MN,Feb 2023,132
MN,Mar 2023,187
MN,Apr 2023,206
MN,May 2023,247
MN,Jun 2023,249
MN,Jul 2023,271
MN,Aug 2023,260
MO,Jan 2014,4
MO,Feb 2014,5
MO,Mar 2014,7
MO,Apr 2014,9
MO,May 2014,11
MO,Jun 2014,13
MO,Jul 2014,15
MO,Aug 2014,15
MO,Sep 2014,14
MO,Oct 2014,12
MO,Nov 2014,9
MO,Dec 2014,8
MO,Jan 2015,9
MO,Feb 2015,10
MO,Mar 2015,13
MO,Apr 2015,15
MO,May 2015,16
MO,Jun 2015,17
MO,Jul 2015,17
MO,Aug 2015,17
MO,Sep 2015,15
MO,Oct 2015,13
MO,Nov 2015,11
MO,Dec 2015,10
MO,Jan 2016,10
MO,Feb 2016,13
MO,Mar 2016,15
MO,Apr 2016,17
MO,May 2016,19
MO,Jun 2016,21
MO,Jul 2016,22
MO,Aug 2016,22
MO,Sep 2016,19
MO,Oct 2016,17
MO,Nov 2016,13
MO,Dec 2016,12
MO,Jan 2017,14
MO,Feb 2017,16
MO,Mar 2017,21
MO,Apr 2017,23
MO,May 2017,26
MO,Jun 2017,28
MO,Jul 2017,30
MO,Aug 2017,27
MO,Sep 2017,25
MO,Oct 2017,21
MO,Nov 2017,17
MO,Dec 2017,15
MO,Jan 2018,18
MO,Feb 2018,19
MO,Mar 2018,25
MO,Apr 2018,29
MO,May 2018,32
MO,Jun 2018,35
MO,Jul 2018,36
MO,Aug 2018,34
MO,Sep 2018,31
MO,Oct 2018,26
MO,Nov 2018,22
MO,Dec 2018,18
MO,Jan 2019,20
MO,Feb 2019,20
MO,Mar 2019,31
MO,Apr 2019,35
MO,May 2019,40
MO,Jun 2019,43
MO,Jul 2019,46
MO,Aug 2019,44
MO,Sep 2019,38
MO,Oct 2019,31
MO,Nov 2019,24
MO,Dec 2019,22
MO,Jan 2020,25
MO,Feb 2020,30
MO,Mar 2020,38
MO,Apr 2020,42
MO,May 2020,45
MO,Jun 2020,48
MO,Jul 2020,49
MO,Aug 2020,48
MO,Sep 2020,43
MO,Oct 2020,36
MO,Nov 2020,30
MO,Dec 2020,27
MO,Jan 2021,28
MO,Feb 2021,30
MO,Mar 2021,43
MO,Apr 2021,48
MO,May 2021,51
MO,Jun 2021,58
MO,Jul 2021,61
MO,Aug 2021,60
MO,Sep 2021,55
MO,Oct 2021,45
MO,Nov 2021,38
MO,Dec 2021,33
MO,Jan 2022,37
MO,Feb 2022,40
MO,Mar 2022,56
MO,Apr 2022,63
MO,May 2022,66
MO,Jun 2022,70
MO,Jul 2022,72
MO,Aug 2022,71
MO,Sep 2022,63
MO,Oct 2022,59
MO,Nov 2022,45
MO,Dec 2022,37
MO,Jan 2023,49
MO,Feb 2023,52
MO,Mar 2023,69
MO,Apr 2023,83
MO,May 2023,88
MO,Jun 2023,89
MO,Jul 2023,93
MO,Aug 2023,94
NE,Jan 2014,0
NE,Feb 2014,0
NE,Mar 2014,0
NE,Apr 2014,0
NE,May 2014,0
NE,Jun 2014,0
NE,Jul 2014,0
NE,Aug 2014,0
NE,Sep 2014,0
NE,Oct 2014,0
NE,Nov 2014,0
NE,Dec 2014,0
NE,Jan 2015,0
NE,Feb 2015,0
NE,Mar 2015,0
NE,Apr 2015,0
NE,May 2015,0
NE,Jun 2015,0
NE,Jul 2015,0
NE,Aug 2015,0
NE,Sep 2015,0
NE,Oct 2015,0
NE,Nov 2015,0
NE,Dec 2015,0
NE,Jan 2016,0
NE,Feb 2016,0
NE,Mar 2016,0
NE,Apr 2016,0
NE,May 2016,0
NE,Jun 2016,1
NE,Jul 2016,1
NE,Aug 2016,1
NE,Sep 2016,1
NE,Oct 2016,1
NE,Nov 2016,1
NE,Dec 2016,1
NE,Jan 2017,1
NE,Feb 2017,1
NE,Mar 2017,1
NE,Apr 2017,1
NE,May 2017,2
NE,Jun 2017,3
NE,Jul 2017,3
NE,Aug 2017,2
NE,Sep 2017,2
NE,Oct 2017,2
NE,Nov 2017,1
NE,Dec 2017,2
NE,Jan 2018,2
NE,Feb 2018,2
NE,Mar 2018,3
NE,Apr 2018,4
NE,May 2018,4
NE,Jun 2018,4
NE,Jul 2018,5
NE,Aug 2018,4
NE,Sep 2018,3
NE,Oct 2018,3
NE,Nov 2018,2
NE,Dec 2018,2
NE,Jan 2019,2
NE,Feb 2019,2
NE,Mar 2019,4
NE,Apr 2019,4
NE,May 2019,5
NE,Jun 2019,6
NE,Jul 2019,6
NE,Aug 2019,5
NE,Sep 2019,4
NE,Oct 2019,3
NE,Nov 2019,2
NE,Dec 2019,3
NE,Jan 2020,3
NE,Feb 2020,5
NE,Mar 2020,6
NE,Apr 2020,8
NE,May 2020,8
NE,Jun 2020,9
NE,Jul 2020,9
NE,Aug 2020,9
NE,Sep 2020,6
NE,Oct 2020,5
NE,Nov 2020,4
NE,Dec 2020,3
NE,Jan 2021,3
NE,Feb 2021,5
NE,Mar 2021,7
NE,Apr 2021,7
NE,May 2021,9
NE,Jun 2021,11
NE,Jul 2021,11
NE,Aug 2021,10
NE,Sep 2021,9
NE,Oct 2021,6
NE,Nov 2021,5
NE,Dec 2021,4
NE,Jan 2022,5
NE,Feb 2022,6
NE,Mar 2022,8
NE,Apr 2022,9
NE,May 2022,11
NE,Jun 2022,13
NE,Jul 2022,13
NE,Aug 2022,12
NE,Sep 2022,13
NE,Oct 2022,10
NE,Nov 2022,7
NE,Dec 2022,5
NE,Jan 2023,7
NE,Feb 2023,8
NE,Mar 2023,10
NE,Apr 2023,12
NE,May 2023,14
NE,Jun 2023,14
NE,Jul 2023,15
NE,Aug 2023,14
ND,Jan 2014,0
ND,Feb 2014,0
ND,Mar 2014,0
ND,Apr 2014,0
ND,May 2014,0
ND,Jun 2014,0
ND,Jul 2014,0
ND,Aug 2014,0
ND,Sep 2014,0
ND,Oct 2014,0
ND,Nov 2014,0
ND,Dec 2014,0
ND,Jan 2015,0
ND,Feb 2015,0
ND,Mar 2015,0
ND,Apr 2015,0
ND,May 2015,0
ND,Jun 2015,0
ND,Jul 2015,0
ND,Aug 2015,0
ND,Sep 2015,0
ND,Oct 2015,0
ND,Nov 2015,0
ND,Dec 2015,0
ND,Jan 2016,0
ND,Feb 2016,0
ND,Mar 2016,0
ND,Apr 2016,0
ND,May 2016,0
ND,Jun 2016,0
ND,Jul 2016,0
ND,Aug 2016,0
ND,Sep 2016,0
ND,Oct 2016,0
ND,Nov 2016,0
ND,Dec 2016,0
ND,Jan 2017,0
ND,Feb 2017,0
ND,Mar 2017,0
ND,Apr 2017,0
ND,May 2017,0
ND,Jun 2017,0
ND,Jul 2017,0
ND,Aug 2017,0
ND,Sep 2017,0
ND,Oct 2017,0
ND,Nov 2017,0
ND,Dec 2017,0
ND,Jan 2018,0
ND,Feb 2018,0
ND,Mar 2018,0
ND,Apr 2018,0
ND,May 2018,0
ND,Jun 2018,0
ND,Jul 2018,0
ND,Aug 2018,0
ND,Sep 2018,0
ND,Oct 2018,0
ND,Nov 2018,0
ND,Dec 2018,0
ND,Jan 2019,0
ND,Feb 2019,0
ND,Mar 2019,0
ND,Apr 2019,0
ND,May 2019,0
ND,Jun 2019,0
ND,Jul 2019,0
ND,Aug 2019,0
ND,Sep 2019,0
ND,Oct 2019,0
ND,Nov 2019,0
ND,Dec 2019,0
ND,Jan 2020,0
ND,Feb 2020,0
ND,Mar 2020,0
ND,Apr 2020,0
ND,May 2020,0
ND,Jun 2020,0
ND,Jul 2020,0
ND,Aug 2020,0
ND,Sep 2020,0
ND,Oct 2020,0
ND,Nov 2020,0
ND,Dec 2020,0
ND,Jan 2021,0
ND,Feb 2021,0
ND,Mar 2021,0
ND,Apr 2021,0
ND,May 2021,0
ND,Jun 2021,0
ND,Jul 2021,0
ND,Aug 2021,0
ND,Sep 2021,0
ND,Oct 2021,0
ND,Nov 2021,0
ND,Dec 2021,0
ND,Jan 2022,0
ND,Feb 2022,0
ND,Mar 2022,0
ND,Apr 2022,0
ND,May 2022,0
ND,Jun 2022,0
ND,Jul 2022,0
ND,Aug 2022,0
ND,Sep 2022,0
ND,Oct 2022,0
ND,Nov 2022,0
ND,Dec 2022,0
ND,Jan 2023,0
ND,Feb 2023,0
ND,Mar 2023,0
ND,Apr 2023,0
ND,May 2023,0
ND,Jun 2023,0
ND,Jul 2023,0
ND,Aug 2023,0
SD,Jan 2014,0
SD,Feb 2014,0
SD,Mar 2014,0
SD,Apr 2014,0
SD,May 2014,0
SD,Jun 2014,0
SD,Jul 2014,0
SD,Aug 2014,0
SD,Sep 2014,0
SD,Oct 2014,0
SD,Nov 2014,0
SD,Dec 2014,0
SD,Jan 2015,0
SD,Feb 2015,0
SD,Mar 2015,0
SD,Apr 2015,0
SD,May 2015,0
SD,Jun 2015,0
SD,Jul 2015,0
SD,Aug 2015,0
SD,Sep 2015,0
SD,Oct 2015,0
SD,Nov 2015,0
SD,Dec 2015,0
SD,Jan 2016,0
SD,Feb 2016,0
SD,Mar 2016,0
SD,Apr 2016,0
SD,May 2016,0
SD,Jun 2016,0
SD,Jul 2016,0
SD,Aug 2016,0
SD,Sep 2016,0
SD,Oct 2016,0
SD,Nov 2016,0
SD,Dec 2016,0
SD,Jan 2017,0
SD,Feb 2017,0
SD,Mar 2017,0
SD,Apr 2017,0
SD,May 2017,0
SD,Jun 2017,0
SD,Jul 2017,0
SD,Aug 2017,0
SD,Sep 2017,0
SD,Oct 2017,0
SD,Nov 2017,0
SD,Dec 2017,0
SD,Jan 2018,0
SD,Feb 2018,0
SD,Mar 2018,0
SD,Apr 2018,0
SD,May 2018,0
SD,Jun 2018,0
SD,Jul 2018,0
SD,Aug 2018,0
SD,Sep 2018,0
SD,Oct 2018,0
SD,Nov 2018,0
SD,Dec 2018,0
SD,Jan 2019,0
SD,Feb 2019,0
SD,Mar 2019,0
SD,Apr 2019,0
SD,May 2019,0
SD,Jun 2019,0
SD,Jul 2019,0
SD,Aug 2019,0
SD,Sep 2019,0
SD,Oct 2019,0
SD,Nov 2019,0
SD,Dec 2019,0
SD,Jan 2020,0
SD,Feb 2020,0
SD,Mar 2020,0
SD,Apr 2020,0
SD,May 2020,0
SD,Jun 2020,0
SD,Jul 2020,0
SD,Aug 2020,0
SD,Sep 2020,0
SD,Oct 2020,0
SD,Nov 2020,0
SD,Dec 2020,0
SD,Jan 2021,0
SD,Feb 2021,0
SD,Mar 2021,0
SD,Apr 2021,0
SD,May 2021,0
SD,Jun 2021,0
SD,Jul 2021,0
SD,Aug 2021,0
SD,Sep 2021,0
SD,Oct 2021,0
SD,Nov 2021,0
SD,Dec 2021,0
SD,Jan 2022,0
SD,Feb 2022,0
SD,Mar 2022,0
SD,Apr 2022,0
SD,May 2022,0
SD,Jun 2022,1
SD,Jul 2022,1
SD,Aug 2022,0
SD,Sep 2022,0
SD,Oct 2022,0
SD,Nov 2022,0
SD,Dec 2022,0
SD,Jan 2023,0
SD,Feb 2023,0
SD,Mar 2023,0
SD,Apr 2023,0
SD,May 2023,0
SD,Jun 2023,0
SD,Jul 2023,0
SD,Aug 2023,0
All solar : South Atlantic,Jan 2014,98
All solar : South Atlantic,Feb 2014,118
All solar : South Atlantic,Mar 2014,158
All solar : South Atlantic,Apr 2014,164
All solar : South Atlantic,May 2014,197
All solar : South Atlantic,Jun 2014,182
All solar : South Atlantic,Jul 2014,188
All solar : South Atlantic,Aug 2014,193
All solar : South Atlantic,Sep 2014,170
All solar : South Atlantic,Oct 2014,195
All solar : South Atlantic,Nov 2014,126
All solar : South Atlantic,Dec 2014,130
All solar : South Atlantic,Jan 2015,136
All solar : South Atlantic,Feb 2015,127
All solar : South Atlantic,Mar 2015,201
All solar : South Atlantic,Apr 2015,231
All solar : South Atlantic,May 2015,307
All solar : South Atlantic,Jun 2015,289
All solar : South Atlantic,Jul 2015,314
All solar : South Atlantic,Aug 2015,301
All solar : South Atlantic,Sep 2015,226
All solar : South Atlantic,Oct 2015,208
All solar : South Atlantic,Nov 2015,165
All solar : South Atlantic,Dec 2015,227
All solar : South Atlantic,Jan 2016,279
All solar : South Atlantic,Feb 2016,312
All solar : South Atlantic,Mar 2016,532
All solar : South Atlantic,Apr 2016,515
All solar : South Atlantic,May 2016,503
All solar : South Atlantic,Jun 2016,558
All solar : South Atlantic,Jul 2016,583
All solar : South Atlantic,Aug 2016,710
All solar : South Atlantic,Sep 2016,580
All solar : South Atlantic,Oct 2016,515
All solar : South Atlantic,Nov 2016,439
All solar : South Atlantic,Dec 2016,554
All solar : South Atlantic,Jan 2017,574
All solar : South Atlantic,Feb 2017,688
All solar : South Atlantic,Mar 2017,853
All solar : South Atlantic,Apr 2017,965
All solar : South Atlantic,May 2017,1074
All solar : South Atlantic,Jun 2017,973
All solar : South Atlantic,Jul 2017,1074
All solar : South Atlantic,Aug 2017,990
All solar : South Atlantic,Sep 2017,949
All solar : South Atlantic,Oct 2017,839
All solar : South Atlantic,Nov 2017,792
All solar : South Atlantic,Dec 2017,712
All solar : South Atlantic,Jan 2018,925
All solar : South Atlantic,Feb 2018,864
All solar : South Atlantic,Mar 2018,1268
All solar : South Atlantic,Apr 2018,1463
All solar : South Atlantic,May 2018,1407
All solar : South Atlantic,Jun 2018,1513
All solar : South Atlantic,Jul 2018,1468
All solar : South Atlantic,Aug 2018,1486
All solar : South Atlantic,Sep 2018,1158
All solar : South Atlantic,Oct 2018,1224
All solar : South Atlantic,Nov 2018,922
All solar : South Atlantic,Dec 2018,824
All solar : South Atlantic,Jan 2019,1070
All solar : South Atlantic,Feb 2019,1048
All solar : South Atlantic,Mar 2019,1669
All solar : South Atlantic,Apr 2019,1775
All solar : South Atlantic,May 2019,1967
All solar : South Atlantic,Jun 2019,1823
All solar : South Atlantic,Jul 2019,1963
All solar : South Atlantic,Aug 2019,1791
All solar : South Atlantic,Sep 2019,1733
All solar : South Atlantic,Oct 2019,1450
All solar : South Atlantic,Nov 2019,1293
All solar : South Atlantic,Dec 2019,1221
All solar : South Atlantic,Jan 2020,1404
All solar : South Atlantic,Feb 2020,1523
All solar : South Atlantic,Mar 2020,2026
All solar : South Atlantic,Apr 2020,2450
All solar : South Atlantic,May 2020,2746
All solar : South Atlantic,Jun 2020,2592
All solar : South Atlantic,Jul 2020,2808
All solar : South Atlantic,Aug 2020,2507
All solar : South Atlantic,Sep 2020,2133
All solar : South Atlantic,Oct 2020,2117
All solar : South Atlantic,Nov 2020,1814
All solar : South Atlantic,Dec 2020,1777
All solar : South Atlantic,Jan 2021,1861
All solar : South Atlantic,Feb 2021,1852
All solar : South Atlantic,Mar 2021,2859
All solar : South Atlantic,Apr 2021,3478
All solar : South Atlantic,May 2021,3833
All solar : South Atlantic,Jun 2021,3315
All solar : South Atlantic,Jul 2021,3568
All solar : South Atlantic,Aug 2021,3313
All solar : South Atlantic,Sep 2021,3220
All solar : South Atlantic,Oct 2021,2843
All solar : South Atlantic,Nov 2021,2615
All solar : South Atlantic,Dec 2021,2152
All solar : South Atlantic,Jan 2022,2539
All solar : South Atlantic,Feb 2022,2870
All solar : South Atlantic,Mar 2022,3724
All solar : South Atlantic,Apr 2022,4381
All solar : South Atlantic,May 2022,4511
All solar : South Atlantic,Jun 2022,4646
All solar : South Atlantic,Jul 2022,4360
All solar : South Atlantic,Aug 2022,4132
All solar : South Atlantic,Sep 2022,3767
All solar : South Atlantic,Oct 2022,3561
All solar : South Atlantic,Nov 2022,2588
All solar : South Atlantic,Dec 2022,2403
All solar : South Atlantic,Jan 2023,2775
All solar : South Atlantic,Feb 2023,3166
All solar : South Atlantic,Mar 2023,4314
All solar : South Atlantic,Apr 2023,4590
All solar : South Atlantic,May 2023,5202
All solar : South Atlantic,Jun 2023,5065
All solar : South Atlantic,Jul 2023,5240
All solar : South Atlantic,Aug 2023,5145
DE,Jan 2014,7
DE,Feb 2014,8
DE,Mar 2014,10
DE,Apr 2014,11
DE,May 2014,13
DE,Jun 2014,12
DE,Jul 2014,12
DE,Aug 2014,12
DE,Sep 2014,10
DE,Oct 2014,11
DE,Nov 2014,7
DE,Dec 2014,7
